id,phase,epic,title,priority,depends_on,acceptance,estimate_class,gap_ids,review_scope,validation_status
B216,A:S06,Webcam privacy,Implement local-derived-data and optional-video retention modes,P0,B210;B183,Default avoids raw-video upload and clearly records retention scope access and limits on future re-extraction,M,BIO-G07,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B217,C:G6,Webcam operations,Add bounded optional provider transfer and bandwidth recovery,P1,B216;B181,Provider route declares transfer retention cost and versions and resumes permitted uploads without duplicate frames,M,ARC-G03,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B218,A:S09,Webcam behaviour,Implement qualified head-pose and blink event definitions,P0,B210;B212,Named event definitions retain quality masks and do not label head orientation or blink rate as universal attention,M,,,Planned; implementation and validation remain
B219,B:G4,Facial analysis,Add optional AU sidecar with exact model manifest,P1,B208;B207;B032,Selected model terms permit use and presence or intensity outputs remain distinct from blendshapes and emotion,L,,,Planned; implementation and validation remain
B220,B:G4,Facial analysis,Add optional expression-model annotation layer,P1,B219;B207,Native model labels scores and calibration status retained without presenting scores as felt emotional truth,M,,,Planned; implementation and validation remain
B221,A:S05,Emotion self-report,Add explicit affect and liking questionnaire recipes,P0,B045;B048,Reported emotion valence arousal and liking retain wording scale timing and stimulus linkage,M,,,Planned; implementation and validation remain
B222,A:S10,Webcam analysis,Automate region attention and self-report comparisons,P0,B215;B221;B091;B100,Participant-aware outputs preserve valid-time denominators modality missingness and declared estimands,M,BIO-G08;UX-G10;UX-G15,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B223,B:G4,Webcam benchmark,Create permissioned independent reference corpus,P0,B208;B215;B218,Held-out gaze targets and expert behavioural labels retain disagreement while self-report stays a separate criterion,M,BIO-G07;BIO-G10,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B224,B:G4,Webcam benchmark,Evaluate quality and coverage across operating conditions,P0,B223;B212,Results stratify lighting glasses pose devices and permissioned populations without inferring protected traits from faces,M,BIO-G07,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B225,B:G4,Webcam benchmark,Qualify gaze outputs by AOI size and research task,P0,B223;B224;B077,Spatial error precision calibration failure and downstream metric error meet declared task-specific tolerances,L,BIO-G07,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B226,B:G4,Facial analysis,Qualify blink AU and expression annotations independently,P1,B219;B220;B223,Each enabled output has held-out event or annotation performance and an explicit supported interpretation,L,BIO-G07,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B227,B:G5,Webcam reporting,Add accessible webcam evidence and coverage report,P0,B222;B225;B105,Report distinguishes observations model annotations and self-report with counts uncertainty and traceable methods,M,UX-G10,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B228,B:G3,Webcam qualification,Qualify remote browser camera runtime matrix,P0,B211;B213;B215;B216,Named browsers cameras devices and resource loads pass recovery timing and data-scope checks,L,UX-G06;UX-G11,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B229,A:S11,Webcam accessibility,Test sample mode and accessible webcam onboarding,P0,B209;B215;B115,Sample never requests camera and real setup supports keyboard clear focus non-colour guidance and allowed fallback,M,UX-G06;UX-G11,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B230,B:G5,Webcam release,Publish evidence-gated webcam capability profile,P0,B227;B228;B229,Core webcam and affect route lists qualified features optional annotations unsupported tasks licence choices and maintenance plan,M,BIO-G07;UX-G02,Apply the linked review contract within this ticket’s scope; re-estimate at refinement.,Planned; implementation and validation remain
B231,A:S10,Study and report lifecycle,Define the collection-plan decision and finish boundary,P2,B089;B109,"Freeze an instructor/lab preset or explicit collection/stopping plan before recording. Distinguish end participant, pause recruitment and finalize collection; finalization triggers the frozen analysis idempotently. Reopen/amend creates attributed history and a new report snapshot, preserving previous reports.",M,UX-G12,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
B232,B:G5,Study and report lifecycle,Sharing needs an audience and snapshot contract,P2,B089;B109,"Share a qualified immutable snapshot by default with an explicit audience; optional live links name changing-data behavior. Preview included data/media, store separate grants, expose expiry/revocation, and ensure frozen links do not change after new responses. Reuse export, roles and review components rather than duplicating them.",M,UX-G14,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
B233,C:G7,Biovital method packs,Implement qualified respiration method pack,P2,B185;B082,"Declare transducer/placement, units, calibration, respiratory phase/rate and artefact rules. Preserve raw and derived respiration with synchronized epochs. Reference fixtures and a named hardware/recipe benchmark precede qualification; no launch dependency.",M,BIO-G11,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
B234,B:G4,Research planning,Build recipe precision and trial-budget planner,P1,B089;B103,"A plan records intended estimand, smallest useful effect/precision target, variance/reliability assumptions and sample/trial budget before collection. Display sensitivity to assumptions and planned stopping; do not derive a universal minimum N or power from the current observed effect. Reviewed simulations cover paired, independent and repeated-item designs.",L,IM-G05,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
B235,B:G4,Method qualification,Report method reliability and usable-trial precision,P1,B095;B096;B103,"Show retained trials, prespecified reliability estimator and uncertainty for the named method; disclose estimand and aggregation level. Repeated-measure and split-half fixtures respect block/design constraints. No individual diagnostic trait label is generated from an agile group research measure.",L,IM-G05,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
B236,C:G6,Implicit method packs,Implement a separately qualified VAAST recipe,P1,B185;B060;B065,"Record self-motion perspective, instruction/relevance mapping, timing and correct response. Scorer/contrast and benchmark are versioned independently from physical joystick AAT; a shared template does not inherit qualification.",L,IM-G04,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
B237,C:G6,Implicit method packs,Implement timed intuitive association recipe,P1,B185;B065,"Keep explicit endorsement, deadline, response latency, timeout and exclusion as distinct variables. Report declared operational construct and uncertainty; do not relabel endorsement plus speed as BIAT. Include a complete source-linked study-to-report fixture.",L,IM-G04,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
B238,C:G6,Interoperability,Import named vendor behavioural scoring profiles,P2,B037;B095;B096,"An Inquisit-format fixture maps protocol version, latency definition, category direction and source exclusions explicitly. Preserve original score and recomputed score with separate provenance. Profile mismatch gives a repairable finding and cannot silently fall through to another scorer.",M,IM-G01;IM-G02,Added in version0.2; estimate is provisional,Planned; implementation and validation remain
